
Gurobi 9.5.0 (linux64) logging started Sun Apr  3 20:40:03 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/MKAP_20_100_10_3_original_1h.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 320 rows, 2200 columns and 4400 nonzeros
Model fingerprint: 0xe5792e13
Variable types: 0 continuous, 2200 integer (2200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+03]
  Objective range  [9e+00, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 20 rows and 20 columns
Presolve time: 0.02s
Presolved: 300 rows, 2180 columns, 4360 nonzeros
Variable types: 0 continuous, 2180 integer (2180 binary)
Found heuristic solution: objective -24427.00000

Root relaxation: objective -4.262829e+04, 1411 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 20841 15475 -41951.912  139  347 -41780.000 -42445.704  1.59%  88.1   67s
 20873 15496 -41788.406   87  339 -41780.000 -42445.704  1.59%  88.0   70s
H20899 14737                    -41784.00000 -42442.918  1.58%  87.9   73s
 20908 14743 -41844.580  118  316 -41784.000 -42439.742  1.57%  87.8   75s
 20950 14771 -41944.871   40  330 -41784.000 -42429.677  1.55%  87.6   80s
 20969 14786 -42426.736   35  290 -41784.000 -42426.736  1.54%  88.9   85s
 20979 14795 -42412.884   37  333 -41784.000 -42426.002  1.54%  89.0   90s
 21146 14921 -42254.319   58  220 -41784.000 -42417.751  1.52%  89.4   95s
H21291 14268                    -41898.00000 -42417.751  1.24%  89.7   96s
H21670 13751                    -41903.00000 -42417.751  1.23%  90.2   99s
H21676 13057                    -41987.00000 -42417.751  1.03%  90.1   99s
 21958 13266 -42135.833  137  143 -41987.000 -42417.751  1.03%  90.3  100s
 22615 13438 -42367.340   49  283 -41987.000 -42408.768  1.00%  90.2  105s
 23890 14107 -42012.201   86  243 -41987.000 -42400.000  0.98%  90.2  110s
 25930 15038 -42053.454   75  203 -41987.000 -42387.057  0.95%  92.1  115s
 27974 16087 -42176.256   70  219 -41987.000 -42376.695  0.93%  93.7  120s
 30145 16890     cutoff   81      -41987.000 -42366.780  0.90%  95.7  125s
 32004 17801 -42086.437  107  200 -41987.000 -42362.100  0.89%  96.9  130s
 33978 18719 -42138.110  104  170 -41987.000 -42359.392  0.89%  98.2  135s
 35883 19415 -42075.448   67  247 -41987.000 -42357.145  0.88%  99.2  140s
 37713 20253 -42109.363  101  211 -41987.000 -42354.937  0.88%   101  145s
 39263 20739 -42329.874   68  237 -41987.000 -42353.445  0.87%   102  150s
 40948 21568 -42154.851   86  228 -41987.000 -42351.431  0.87%   103  155s
 42928 22163 -42088.849  100  223 -41987.000 -42349.225  0.86%   105  160s
 44150 22626 -42080.705  107  210 -41987.000 -42347.905  0.86%   106  165s
 46111 23416 -42274.887   80  271 -41987.000 -42345.626  0.85%   108  170s
 47408 23976 -42027.457  104  172 -41987.000 -42344.749  0.85%   109  175s
 48982 24434     cutoff   88      -41987.000 -42343.347  0.85%   110  180s
 50553 24960     cutoff   81      -41987.000 -42342.262  0.85%   111  185s
 51908 25492 -42290.217   71  249 -41987.000 -42341.436  0.84%   112  190s
